순번,충전구분,충전소명,주소,충전기 최대 용량,충전량(kWh),충전시간,날짜,충전시작시간,충전종료시간
9753,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.51,20분,2021-11-21,16:21,16:40
9759,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.75,41분,2021-11-21,15:41,16:21
9771,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-11-21,14:23,14:25
9779,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.38,41분,2021-11-21,13:02,13:42
9796,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.09,41분,2021-11-21,11:16,11:56
9870,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.03,28분,2021-11-21,2:24,2:51
9875,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.61,41분,2021-11-21,1:42,2:22
9876,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-21,1:41,1:41
9878,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-21,1:40,1:41
9931,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.04,41분,2021-11-20,19:35,20:15
10051,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.61,41분,2021-11-20,6:28,7:08
10081,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.77,37분,2021-11-20,2:19,2:55
10085,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.38,41분,2021-11-20,1:38,2:18
10132,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.14,41분,2021-11-19,19:08,19:48
10147,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.61,41분,2021-11-19,17:39,18:19
10154,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.15,19분,2021-11-19,17:08,17:26
10175,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.82,41분,2021-11-19,15:38,16:18
10185,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,25분,2021-11-19,15:11,15:36
10315,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.79,14분,2021-11-18,23:09,23:22
10320,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.44,41분,2021-11-18,22:28,23:08
10328,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.79,41분,2021-11-18,21:32,22:12
10338,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.13,17분,2021-11-18,19:52,20:09
10344,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.78,41분,2021-11-18,19:11,19:51
10383,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7,20분,2021-11-18,16:17,16:37
10391,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.78,37분,2021-11-18,15:40,16:17
10412,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,25분,2021-11-18,13:38,14:02
10421,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.71,41분,2021-11-18,12:55,13:35
10453,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.78,41분,2021-11-18,9:50,10:30
10455,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-11-18,9:35,9:37
10472,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.37,41분,2021-11-18,7:35,8:15
10526,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.75,41분,2021-11-17,21:12,21:53
10575,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.93,24분,2021-11-17,15:28,15:51
10583,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.58,41분,2021-11-17,14:44,15:24
10594,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.98,22분,2021-11-17,14:05,14:27
10602,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.54,39분,2021-11-17,13:26,14:05
10622,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.75,41분,2021-11-17,11:18,11:58
10634,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-17,9:33,9:33
10636,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-17,9:31,9:32
10728,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.16,41분,2021-11-16,17:02,17:42
10741,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.45,41분,2021-11-16,16:19,16:59
10750,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10,39분,2021-11-16,15:22,16:01
10760,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.46,41분,2021-11-16,14:38,15:18
10827,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.97,41분,2021-11-16,6:40,7:20
10854,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-11-16,1:01,1:02
10926,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.26,21분,2021-11-15,15:12,15:32
10934,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.51,2분,2021-11-15,14:26,14:28
10935,급속,어린이대공원 후문주차장,광진구 능동로 216,50,1.2,4분,2021-11-15,14:21,14:24
10943,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.62,24분,2021-11-15,13:45,14:09
10950,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.65,41분,2021-11-15,13:01,13:41
11006,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.05,36분,2021-11-15,7:49,8:24
11009,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,27분,2021-11-15,7:20,7:47
11129,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.25,41분,2021-11-14,10:52,11:32
11135,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.63,41분,2021-11-14,10:12,10:52
11222,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.7,41분,2021-11-13,18:46,19:27
11334,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.05,28분,2021-11-13,7:10,7:38
11405,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.1,11분,2021-11-12,21:30,21:40
11418,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.85,28분,2021-11-12,20:31,20:58
11424,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,26분,2021-11-12,19:57,20:23
11483,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.34,41분,2021-11-12,14:13,14:53
11561,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.28,22분,2021-11-12,8:06,8:28
11573,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.05,37분,2021-11-12,6:52,7:29
11603,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.01,39분,2021-11-12,1:25,2:04
11609,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,28분,2021-11-12,0:57,1:24
11610,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-11-12,0:55,0:56
11618,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.01,30분,2021-11-12,0:17,0:47
11672,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.05,19분,2021-11-11,19:57,20:15
11682,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.94,39분,2021-11-11,18:42,19:20
11691,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.45,41분,2021-11-11,18:01,18:41
11700,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.78,41분,2021-11-11,17:09,17:49
11744,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-11-11,14:40,15:06
11759,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-11,13:45,13:45
11760,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.91,3분,2021-11-11,13:41,13:44
11764,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-11-11,13:35,13:37
11773,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.22,41분,2021-11-11,12:44,13:24
11780,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.65,31분,2021-11-11,12:11,12:41
11812,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.57,33분,2021-11-11,9:48,10:21
11943,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.43,25분,2021-11-10,19:16,19:41
11953,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.07,41분,2021-11-10,18:35,19:15
11993,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.93,19분,2021-11-10,14:30,14:49
12001,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.57,41분,2021-11-10,13:48,14:28
12012,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.81,41분,2021-11-10,12:42,13:22
12024,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-10,11:46,11:47
12033,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.04,16분,2021-11-10,11:00,11:15
12055,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.16,41분,2021-11-10,8:40,9:20
12083,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.61,22분,2021-11-10,4:50,5:12
12148,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,36분,2021-11-09,20:23,20:59
12155,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.99,41분,2021-11-09,19:43,20:23
12172,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.22,41분,2021-11-09,17:43,18:23
12173,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-09,17:42,17:42
12174,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-11-09,17:39,17:41
12178,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.93,4분,2021-11-09,17:26,17:30
12181,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.37,25분,2021-11-09,16:58,17:23
12190,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.72,41분,2021-11-09,16:17,16:57
12207,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.03,24분,2021-11-09,14:25,14:49
12208,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-09,14:25,14:25
12222,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.24,41분,2021-11-09,13:31,14:11
12223,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-09,13:28,13:29
12262,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.12,28분,2021-11-09,9:02,9:30
12268,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.78,41분,2021-11-09,8:21,9:01
12275,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.61,41분,2021-11-09,7:40,8:20
12295,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.29,35분,2021-11-09,5:08,5:43
12315,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.6,41분,2021-11-09,1:36,2:17
12319,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,31분,2021-11-09,1:06,1:36
12336,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.66,20분,2021-11-08,22:30,22:49
12341,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.56,41분,2021-11-08,21:46,22:26
12406,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.75,41분,2021-11-08,14:44,15:24
12416,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.1,41분,2021-11-08,14:01,14:41
12430,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.94,34분,2021-11-08,12:56,13:29
12459,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.56,41분,2021-11-08,9:35,10:15
12472,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.36,16분,2021-11-08,7:59,8:14
12489,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.31,19분,2021-11-08,4:45,5:03
12506,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,35분,2021-11-08,0:54,1:28
12511,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,29분,2021-11-08,0:25,0:53
12531,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.99,29분,2021-11-07,21:46,22:15
12561,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.67,31분,2021-11-07,18:42,19:12
12562,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-07,18:36,18:37
12576,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.57,41분,2021-11-07,17:00,17:40
12678,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.6,41분,2021-11-07,6:04,6:44
12683,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.13,5분,2021-11-07,5:16,5:20
12741,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.35,41분,2021-11-06,21:17,21:57
12747,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,28분,2021-11-06,20:48,21:16
12832,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,26분,2021-11-06,11:30,11:55
12838,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.34,11분,2021-11-06,10:30,10:40
12845,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.26,41분,2021-11-06,9:48,10:28
12899,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.4,32분,2021-11-06,2:24,2:56
12900,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.75,6분,2021-11-06,2:14,2:20
12903,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.15,15분,2021-11-06,1:53,2:08
12922,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.9,41분,2021-11-05,22:20,23:00
12934,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.66,41분,2021-11-05,20:37,21:17
12998,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.68,41분,2021-11-05,13:58,14:38
13015,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.09,36분,2021-11-05,12:09,12:45
13122,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.23,16분,2021-11-04,20:23,20:39
13129,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.27,41분,2021-11-04,19:40,20:20
13175,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.12,40분,2021-11-04,16:15,16:54
13197,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.49,27분,2021-11-04,14:26,14:53
13224,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.9,41분,2021-11-04,12:00,12:40
13333,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.95,37분,2021-11-03,21:05,21:41
13346,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.68,41분,2021-11-03,19:58,20:38
13390,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.27,30분,2021-11-03,16:03,16:32
13402,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.77,41분,2021-11-03,15:06,15:46
13434,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.26,41분,2021-11-03,12:23,13:03
13533,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.63,41분,2021-11-02,22:09,22:49
13580,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,27분,2021-11-02,17:21,17:48
13587,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.59,41분,2021-11-02,16:37,17:17
13603,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.79,41분,2021-11-02,15:22,16:02
13615,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,28분,2021-11-02,14:33,15:01
13630,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.93,34분,2021-11-02,13:16,13:50
13644,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.43,41분,2021-11-02,12:32,13:12
13658,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.63,22분,2021-11-02,12:10,12:31
13673,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,24분,2021-11-02,11:20,11:43
13681,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.8,23분,2021-11-02,10:45,11:07
13702,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.59,36분,2021-11-02,8:27,9:03
13706,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.69,41분,2021-11-02,7:46,8:26
13735,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.05,41분,2021-11-02,3:49,4:29
13746,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.24,19분,2021-11-02,1:57,2:15
13749,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,28분,2021-11-02,1:25,1:52
13750,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-11-02,1:23,1:24
13784,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.24,24분,2021-11-01,20:37,21:00
13791,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.7,41분,2021-11-01,19:56,20:36
13802,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.73,41분,2021-11-01,18:56,19:36
13813,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.76,41분,2021-11-01,18:07,18:48
13822,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.12,41분,2021-11-01,17:24,18:04
13828,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.9,41분,2021-11-01,16:42,17:22
13867,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.94,41분,2021-11-01,13:29,14:09
13877,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.95,41분,2021-11-01,12:45,13:25
13922,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.42,26분,2021-11-01,7:15,7:40
13925,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.92,24분,2021-11-01,6:48,7:12
13989,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.71,23분,2021-10-31,19:38,20:00
13999,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.04,30분,2021-10-31,18:49,19:18
14005,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.84,41분,2021-10-31,18:08,18:48
14053,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.8,41분,2021-10-31,12:11,12:51
14087,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.99,41분,2021-10-31,8:26,9:06
14105,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.7,41분,2021-10-31,7:26,8:06
14106,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-10-31,7:23,7:24
14108,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,36분,2021-10-31,6:31,7:06
14172,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.12,12분,2021-10-30,18:12,18:23
14181,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.47,41분,2021-10-30,17:24,18:04
14216,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.36,41분,2021-10-30,13:59,14:40
14230,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.65,23분,2021-10-30,12:35,12:58
14236,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,27분,2021-10-30,12:07,12:34
14251,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.65,41분,2021-10-30,10:34,11:14
14261,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.3,25분,2021-10-30,9:42,10:07
14338,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.2,11분,2021-10-29,22:38,22:49
14342,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,26분,2021-10-29,22:10,22:35
14378,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.97,41분,2021-10-29,18:49,19:29
14386,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.88,41분,2021-10-29,18:01,18:41
14399,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.54,29분,2021-10-29,16:34,17:02
14425,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.89,41분,2021-10-29,13:59,14:39
14426,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-10-29,13:57,13:58
14446,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.71,41분,2021-10-29,12:42,13:22
14470,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,26분,2021-10-29,10:35,11:01
14494,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.06,24분,2021-10-29,6:50,7:14
14542,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.06,25분,2021-10-28,23:20,23:44
14608,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,31분,2021-10-28,16:12,16:43
14616,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-10-28,15:19,15:45
14637,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.04,23분,2021-10-28,13:35,13:57
14648,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.82,41분,2021-10-28,12:50,13:30
14662,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.42,41분,2021-10-28,11:49,12:29
14669,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,28분,2021-10-28,11:04,11:32
15424,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.69,28분,2021-10-24,9:57,10:24
15483,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.42,41분,2021-10-24,0:47,1:27
15516,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,24분,2021-10-23,20:03,20:26
15537,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.06,27분,2021-10-23,17:17,17:43
15558,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.11,41분,2021-10-23,14:53,15:33
15593,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.4,41분,2021-10-23,11:31,12:12
15605,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.91,41분,2021-10-23,10:00,10:40
15606,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-10-23,9:58,9:58
15607,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-10-23,9:57,9:57
15615,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.02,41분,2021-10-23,9:16,9:56
15623,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.86,41분,2021-10-23,8:08,8:48
15668,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.73,3분,2021-10-23,1:24,1:26
15673,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.05,32분,2021-10-23,0:51,1:22
15679,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,25분,2021-10-23,0:12,0:37
15721,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.66,13분,2021-10-22,18:25,18:37
15733,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.52,17분,2021-10-22,16:54,17:11
15751,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.39,39분,2021-10-22,14:50,15:28
15758,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.67,41분,2021-10-22,14:05,14:45
15780,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,28분,2021-10-22,12:04,12:31
15793,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.28,41분,2021-10-22,10:43,11:23
15827,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.8,41분,2021-10-22,6:53,7:33
15873,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.29,41분,2021-10-21,21:29,22:09
15887,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,27분,2021-10-21,19:40,20:07
15895,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,35분,2021-10-21,18:56,19:30
15902,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.06,28분,2021-10-21,18:28,18:55
15903,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-10-21,18:26,18:27
15910,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.97,27분,2021-10-21,17:51,18:18
15943,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-10-21,15:40,16:06
15969,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.53,28분,2021-10-21,13:48,14:16
15995,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.67,20분,2021-10-21,12:32,12:51
16008,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.88,31분,2021-10-21,11:11,11:41
16022,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.23,41분,2021-10-21,9:56,10:36
16025,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.94,41분,2021-10-21,9:11,9:51
16030,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.02,39분,2021-10-21,8:14,8:52
16051,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,28분,2021-10-21,0:52,1:19
16101,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.88,30분,2021-10-20,16:44,17:13
16119,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.1,33분,2021-10-20,13:39,14:11
16126,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.72,41분,2021-10-20,12:21,13:01
16134,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.73,41분,2021-10-20,11:11,11:51
16147,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.61,41분,2021-10-20,9:32,10:12
16152,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.8,41분,2021-10-20,8:33,9:13
16154,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.38,41분,2021-10-20,7:49,8:29
16212,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.62,16분,2021-10-19,17:15,17:31
16214,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.15,18분,2021-10-19,16:53,17:10
16222,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.1,1분,2021-10-19,15:51,15:51
16234,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.26,21분,2021-10-19,14:54,15:15
16236,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-10-19,14:53,14:53
16255,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.03,34분,2021-10-19,13:28,14:01
16336,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.33,41분,2021-10-18,19:48,20:29
16383,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.74,26분,2021-10-18,14:41,15:06
16394,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,24분,2021-10-18,13:58,14:21
16476,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-10-17,21:22,21:24
16508,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.85,31분,2021-10-17,13:54,14:25
16529,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.39,41분,2021-10-17,11:16,11:56
16609,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.56,24분,2021-10-16,15:21,15:45
16610,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-10-16,15:18,15:20
16614,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.11,41분,2021-10-16,14:19,14:59
16617,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.03,41분,2021-10-16,13:38,14:18
16628,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.12,38분,2021-10-16,11:43,12:21
16632,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,28분,2021-10-16,11:15,11:42
16641,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.65,39분,2021-10-16,9:41,10:19
16652,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.4,41분,2021-10-16,7:08,7:48
16686,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.26,41분,2021-10-15,21:43,22:24
16692,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.12,41분,2021-10-15,20:59,21:39
16711,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.29,41분,2021-10-15,17:51,18:31
