순번,충전구분,충전소명,주소,충전기 최대 용량,충전량(kWh),충전시간,날짜,충전시작시간,충전종료시간
12,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.75,29분,2022-01-19,13:40,14:08
24,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.2,41분,2022-01-19,12:56,13:36
131,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.4,41분,2022-01-18,19:45,20:25
137,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-18,19:18,19:18
139,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.88,16분,2022-01-18,19:01,19:17
148,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.12,41분,2022-01-18,18:21,19:01
149,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-18,18:20,18:20
187,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.39,41분,2022-01-18,15:26,16:06
209,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.3,41분,2022-01-18,13:52,14:33
245,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.93,30분,2022-01-18,10:12,10:42
251,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.17,41분,2022-01-18,9:31,10:11
262,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.37,41분,2022-01-18,4:19,4:59
315,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.07,41분,2022-01-17,17:11,17:51
326,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.53,41분,2022-01-17,16:20,17:00
363,급속,어린이대공원 후문주차장,광진구 능동로 216,50,30.06,41분,2022-01-17,12:22,13:02
391,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.64,41분,2022-01-17,9:28,10:08
397,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.43,41분,2022-01-17,8:32,9:12
402,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.32,41분,2022-01-17,7:45,8:25
426,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.87,11분,2022-01-16,20:02,20:13
432,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.6,41분,2022-01-16,19:22,20:02
436,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.97,35분,2022-01-16,18:09,18:43
444,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.18,41분,2022-01-16,17:19,17:59
449,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.01,1분,2022-01-16,16:27,16:27
452,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.71,15분,2022-01-16,16:11,16:26
458,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.77,41분,2022-01-16,15:29,16:09
465,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12,41분,2022-01-16,14:45,15:25
473,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.39,41분,2022-01-16,14:01,14:41
475,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.74,21분,2022-01-16,13:25,13:45
479,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.03,32분,2022-01-16,12:37,13:08
495,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.9,41분,2022-01-16,6:56,7:36
497,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.62,41분,2022-01-16,6:16,6:56
525,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.6,41분,2022-01-15,19:13,19:53
527,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.9,18분,2022-01-15,18:52,19:09
533,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.14,31분,2022-01-15,17:34,18:04
539,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.96,41분,2022-01-15,16:50,17:30
548,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.12,41분,2022-01-15,16:02,16:42
568,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.28,41분,2022-01-15,13:29,14:09
585,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.68,41분,2022-01-15,11:51,12:31
592,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.07,41분,2022-01-15,10:36,11:16
593,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-15,10:34,10:34
626,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.67,33분,2022-01-15,0:24,0:57
629,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.17,41분,2022-01-14,23:43,0:23
642,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.51,26분,2022-01-14,20:49,21:14
643,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-14,20:48,20:49
644,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-14,20:46,20:47
658,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.28,41분,2022-01-14,19:16,19:56
665,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.92,41분,2022-01-14,18:35,19:15
686,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,27분,2022-01-14,15:47,16:14
694,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.09,41분,2022-01-14,15:06,15:46
711,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.53,41분,2022-01-14,13:40,14:20
766,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.69,16분,2022-01-14,9:13,9:29
794,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,24분,2022-01-13,21:46,22:09
799,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.56,41분,2022-01-13,21:01,21:41
800,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2022-01-13,20:58,21:00
811,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.2,41분,2022-01-13,20:13,20:53
817,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,24분,2022-01-13,19:41,20:04
819,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-13,19:39,19:39
822,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-13,19:37,19:38
830,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.32,41분,2022-01-13,18:50,19:30
839,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2022-01-13,18:08,18:09
859,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,26분,2022-01-13,16:44,17:10
884,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.58,32분,2022-01-13,15:21,15:52
890,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.19,41분,2022-01-13,14:39,15:19
899,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.16,41분,2022-01-13,13:57,14:37
911,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.06,41분,2022-01-13,13:10,13:50
928,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.89,41분,2022-01-13,12:11,12:51
956,급속,어린이대공원 후문주차장,광진구 능동로 216,50,30.02,41분,2022-01-13,9:57,10:37
963,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.99,38분,2022-01-13,9:13,9:51
971,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.29,41분,2022-01-13,8:31,9:11
978,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.65,41분,2022-01-13,7:45,8:25
1015,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.01,38분,2022-01-12,20:38,21:16
1022,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.03,41분,2022-01-12,19:57,20:37
1029,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.79,36분,2022-01-12,18:29,19:05
1066,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.79,35분,2022-01-12,15:48,16:23
1075,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.41,41분,2022-01-12,15:07,15:47
1089,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.05,41분,2022-01-12,14:08,14:48
1105,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.65,18분,2022-01-12,12:43,13:01
1118,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.79,36분,2022-01-12,12:05,12:40
1146,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.89,41분,2022-01-12,9:07,9:47
1149,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.13,41분,2022-01-12,8:03,8:43
1150,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.81,41분,2022-01-12,7:17,7:57
1171,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.12,41분,2022-01-11,23:09,23:49
1176,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.61,11분,2022-01-11,22:09,22:20
1181,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.5,41분,2022-01-11,21:21,22:01
1190,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.21,41분,2022-01-11,20:34,21:14
1194,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.37,41분,2022-01-11,19:53,20:33
1202,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.4,21분,2022-01-11,19:25,19:46
1207,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.78,41분,2022-01-11,18:43,19:23
1213,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.3,24분,2022-01-11,18:17,18:41
1228,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.66,41분,2022-01-11,17:01,17:42
1262,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.54,41분,2022-01-11,14:14,14:54
1271,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.41,41분,2022-01-11,13:33,14:13
1298,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.98,41분,2022-01-11,11:47,12:27
1309,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.31,41분,2022-01-11,10:12,10:52
1317,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.08,41분,2022-01-11,9:28,10:09
1324,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.72,41분,2022-01-11,8:46,9:26
1365,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.28,24분,2022-01-10,19:08,19:31
1373,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.79,41분,2022-01-10,18:27,19:07
1378,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.99,41분,2022-01-10,17:43,18:24
1383,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.21,41분,2022-01-10,16:56,17:36
1417,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.96,26분,2022-01-10,13:24,13:50
1426,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.16,41분,2022-01-10,12:42,13:22
1444,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.71,33분,2022-01-10,11:16,11:49
1468,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.63,41분,2022-01-10,7:58,8:39
1473,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.3,41분,2022-01-10,7:18,7:58
1511,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,32분,2022-01-09,18:27,18:58
1516,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.99,41분,2022-01-09,17:09,17:49
1534,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.31,37분,2022-01-09,14:36,15:13
1561,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.46,41분,2022-01-09,10:28,11:08
1572,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.48,41분,2022-01-09,8:08,8:48
1576,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.75,41분,2022-01-09,7:06,7:46
1616,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.93,35분,2022-01-08,15:36,16:10
1624,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.07,41분,2022-01-08,14:52,15:32
1651,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.57,35분,2022-01-08,11:18,11:52
1665,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.14,41분,2022-01-08,8:46,9:26
1673,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.5,41분,2022-01-08,7:32,8:12
1675,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.81,41분,2022-01-08,6:51,7:31
1689,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.36,41분,2022-01-08,0:00,0:40
1690,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-08,0:00,0:00
1692,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.39,41분,2022-01-07,23:19,23:59
1711,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.92,41분,2022-01-07,19:55,20:35
1719,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.37,41분,2022-01-07,19:12,19:52
1723,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.94,41분,2022-01-07,18:31,19:11
1746,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.23,41분,2022-01-07,16:28,17:08
1760,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.5,16분,2022-01-07,14:28,14:43
1774,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.14,41분,2022-01-07,12:43,13:23
1844,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.86,41분,2022-01-07,7:03,7:44
1845,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2022-01-07,7:00,7:01
1866,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.05,14분,2022-01-06,21:44,21:57
1870,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.95,41분,2022-01-06,21:03,21:43
1888,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.31,41분,2022-01-06,19:26,20:07
1894,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.16,41분,2022-01-06,18:46,19:26
1919,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.7,41분,2022-01-06,16:53,17:33
1922,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-06,16:43,16:44
1936,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.24,28분,2022-01-06,15:39,16:07
1960,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.12,20분,2022-01-06,14:03,14:23
1966,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.33,41분,2022-01-06,13:23,14:03
2004,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,36분,2022-01-06,9:37,10:12
2031,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.91,41분,2022-01-05,23:10,23:50
2033,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.23,41분,2022-01-05,22:28,23:08
2045,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.68,41분,2022-01-05,20:45,21:25
2050,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.37,41분,2022-01-05,20:04,20:44
2055,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16,41분,2022-01-05,19:14,19:55
2058,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.82,32분,2022-01-05,18:23,18:55
2081,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.07,24분,2022-01-05,16:28,16:51
2109,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.31,41분,2022-01-05,14:13,14:54
2114,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.78,18분,2022-01-05,13:54,14:11
2128,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.36,41분,2022-01-05,12:58,13:38
2141,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.01,39분,2022-01-05,11:48,12:27
2160,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.1,34분,2022-01-05,9:50,10:23
2172,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.69,41분,2022-01-05,8:12,8:52
2177,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.06,38분,2022-01-05,7:34,8:11
2188,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.62,32분,2022-01-05,3:58,4:30
2189,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.96,41분,2022-01-05,3:17,3:58
2218,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-04,19:29,19:30
2223,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.06,33분,2022-01-04,18:52,19:25
2229,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.03,41분,2022-01-04,18:12,18:52
2234,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.74,41분,2022-01-04,17:30,18:10
2242,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.67,41분,2022-01-04,16:23,17:04
2257,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.77,41분,2022-01-04,14:54,15:34
2259,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.16,41분,2022-01-04,14:12,14:52
2272,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.07,26분,2022-01-04,13:30,13:55
2278,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.04,35분,2022-01-04,12:54,13:28
2301,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.1,41분,2022-01-04,9:34,10:14
2307,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.81,27분,2022-01-04,7:54,8:20
2375,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.88,41분,2022-01-03,18:51,19:31
2381,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.05,32분,2022-01-03,18:16,18:48
2392,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.03,34분,2022-01-03,17:25,17:58
2406,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.05,29분,2022-01-03,15:21,15:49
2415,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.38,39분,2022-01-03,14:42,15:21
2423,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.58,20분,2022-01-03,13:22,13:41
2429,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.05,37분,2022-01-03,12:45,13:21
2500,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2022-01-03,0:04,0:06
2513,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,27분,2022-01-02,22:07,22:33
2534,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2022-01-02,17:44,18:09
2538,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.35,27분,2022-01-02,17:14,17:41
2545,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.87,41분,2022-01-02,16:07,16:47
2552,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.13,41분,2022-01-02,14:43,15:23
2557,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.71,41분,2022-01-02,13:51,14:31
2559,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2022-01-02,13:50,13:50
2564,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.85,38분,2022-01-02,12:47,13:24
2568,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.46,41분,2022-01-02,12:06,12:46
2588,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.37,41분,2022-01-02,9:05,9:45
2599,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.82,41분,2022-01-02,0:43,1:23
2610,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.93,36분,2022-01-01,21:43,22:18
2612,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.27,41분,2022-01-01,21:02,21:42
2636,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.04,41분,2022-01-01,15:28,16:09
2647,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.41,41분,2022-01-01,14:29,15:09
2674,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.59,4분,2022-01-01,11:17,11:20
2685,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.23,41분,2022-01-01,10:31,11:11
2693,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.5,41분,2022-01-01,9:50,10:30
2705,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.16,26분,2022-01-01,8:37,9:02
2742,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.2,28분,2021-12-31,21:35,22:03
2767,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.77,41분,2021-12-31,18:46,19:26
2780,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.35,41분,2021-12-31,17:41,18:21
2787,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.04,37분,2021-12-31,17:01,17:38
2806,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.77,41분,2021-12-31,15:08,15:48
2808,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.62,8분,2021-12-31,14:38,14:45
2821,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.1,41분,2021-12-31,13:47,14:28
2835,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.1,41분,2021-12-31,12:28,13:08
2856,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.76,35분,2021-12-31,10:17,10:52
2862,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.4,41분,2021-12-31,9:36,10:16
2887,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.93,35분,2021-12-31,4:31,5:05
2898,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.19,11분,2021-12-31,1:53,2:03
2963,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.97,38분,2021-12-30,16:41,17:18
2969,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-12-30,16:30,16:32
2978,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.88,41분,2021-12-30,15:34,16:14
2987,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.11,41분,2021-12-30,14:33,15:13
2989,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-30,14:32,14:32
2990,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-30,14:30,14:31
2991,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-12-30,14:28,14:30
2993,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.39,2분,2021-12-30,14:25,14:27
3000,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.17,41분,2021-12-30,13:44,14:24
3014,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.36,41분,2021-12-30,12:16,12:56
3033,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.99,41분,2021-12-30,9:56,10:37
3088,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.92,41분,2021-12-29,20:12,20:52
3094,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.18,41분,2021-12-29,19:30,20:11
3119,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.95,16분,2021-12-29,17:22,17:37
3120,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-29,17:20,17:21
3134,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.82,41분,2021-12-29,16:05,16:45
3146,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.36,39분,2021-12-29,15:19,15:58
3153,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.76,35분,2021-12-29,14:44,15:19
3164,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.06,34분,2021-12-29,13:55,14:28
3189,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.41,25분,2021-12-29,11:08,11:33
3195,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.72,41분,2021-12-29,10:27,11:07
3242,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.4,41분,2021-12-28,23:11,23:52
3251,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.36,41분,2021-12-28,22:00,22:40
3252,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-28,21:57,21:58
3270,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.41,18분,2021-12-28,19:27,19:45
3275,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.48,41분,2021-12-28,18:47,19:27
3281,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.97,15분,2021-12-28,18:30,18:44
3292,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.36,41분,2021-12-28,17:49,18:29
3323,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.31,41분,2021-12-28,16:08,16:48
3340,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.85,41분,2021-12-28,15:03,15:43
3349,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.41,41분,2021-12-28,14:20,15:00
3357,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.28,41분,2021-12-28,13:37,14:17
3360,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.07,14분,2021-12-28,13:10,13:23
3363,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.6,33분,2021-12-28,12:33,13:05
3378,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.54,41분,2021-12-28,11:50,12:30
3388,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.49,13분,2021-12-28,11:02,11:15
3450,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-12-27,23:28,23:54
3451,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,26분,2021-12-27,23:01,23:27
3453,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-12-27,22:17,22:43
3456,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.68,24분,2021-12-27,21:51,22:15
3461,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.93,41분,2021-12-27,21:08,21:48
3466,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.34,41분,2021-12-27,20:23,21:03
3524,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.92,39분,2021-12-27,16:24,17:02
3533,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.15,41분,2021-12-27,15:43,16:23
3562,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.44,37분,2021-12-27,13:06,13:43
3587,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.9,41분,2021-12-27,10:58,11:38
3600,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.18,41분,2021-12-27,10:11,10:51
3638,급속,어린이대공원 후문주차장,광진구 능동로 216,50,9.85,41분,2021-12-26,23:47,0:27
3641,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.27,41분,2021-12-26,23:06,23:46
3647,급속,어린이대공원 후문주차장,광진구 능동로 216,50,5.75,41분,2021-12-26,22:04,22:44
3667,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.62,30분,2021-12-26,18:12,18:42
3669,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.05,41분,2021-12-26,17:31,18:12
3672,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,24분,2021-12-26,16:58,17:21
3687,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.63,41분,2021-12-26,15:02,15:42
3696,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.75,41분,2021-12-26,14:03,14:43
3705,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.54,41분,2021-12-26,13:22,14:02
3707,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-26,13:11,13:12
3708,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-12-26,13:10,13:10
3716,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.48,41분,2021-12-26,12:24,13:04
3726,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.96,41분,2021-12-26,11:12,11:52
3738,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.79,41분,2021-12-26,8:28,9:08
